RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
1472,Male,86.0,,42.0,10.0,Technical
1613,Female,76.0,82.0,64.0,29.0,Technical
2763,Male,78.0,49.0,66.0,13.0,Technical
2236,Female,64.0,79.0,72.0,27.0,Technical
5254,Female,95.0,55.0,71.0,5.0,Technical
3066,Female,89.0,76.0,50.0,28.0,Technical
1354, Female,67.0,48.0,70.0,,Technical
240,Female,49.0,43.0,28.0,17.0,Technical
4737, Female,76.0,55.0,53.0,19.0,Technical
3640,Male,89.0,37.0,48.0,,Technical
1947,Male,53.0,74.0,31.0,40.0,Technical 
2636,Female,33.0,100.0,83.0,28.0,Technical
376,,87.0,87.0,85.0,40.0,ACADEMIC
196,Male,31.0,90.0,58.0,13.0,technical
1946,Male,50.0,,88.0,17.0,Technical
4290,Female,77.0,91.0,34.0,7.0,Technical
4933,Female,98.0,68.0,,16.0,Technical
3818,Male,88.0,60.0,62.0,16.0,Technical
4780,Female,41.0,51.0,54.0,7.0,Technical
1584,Male,50.0,59.0,77.0,7.0,Technical
1718,Female,78.0,72.0,53.0,6.0,Technical
2093,FEMALE,89.0,49.0,87.0,36.0,Technical
1973,Male,44.0,99.0,40.0,30.0,Technical
577,Male ,96.0,,42.0,9.0,
5136,Male ,49.0,59.0,,39.0,Technical 
2954,Female,55.0,48.0,53.0,12.0,Technical
2557,Male,97.0,95.0,70.0,27.0,Technical
2665,Male,47.0,49.0,44.0,37.0,Technical
4651,Female,55.0,51.0,87.0,18.0,Technical
1428,Female,,74.0,82.0,26.0,
5588,Female,57.0,68.0,76.0,33.0,Technical
2610,Female,77.0,60.0,59.0,36.0,Technical
4053,Female,89.0,74.0,44.0,35.0,Technical 
5540,Female,43.0,69.0,54.0,22.0,Technical
2768,Female,41.0,47.0,38.0,38.0,Technical
4201, Female,69.0,82.0,53.0,28.0,
1186,Male,53.0,65.0,67.0,7.0,Technical
4560,Female,38.0,93.0,99.0,20.0,Technical
101,Male,63.0,76.0,38.0,23.0,Technical
3936,Male,33.0,49.0,35.0,40.0,Technical 
5251,,78.0,48.0,53.0,34.0,Technical
1506,Male,71.0,95.0,58.0,17.0,Technical
3111,Female,61.0,92.0,29.0,33.0,Technical
5345,Female,73.0,,90.0,32.0,Technical
1129,Male,83.0,51.0,60.0,36.0,Technical
3987,FEMALE,41.0,90.0,43.0,,Technical
4555,Female,81.0,85.0,39.0,26.0,technical
5390,Female,65.0,51.0,100.0,22.0,Technical
3504,Male,32.0,86.0,39.0,35.0,Technical
111,Male,86.0,57.0,99.0,15.0,
2558,Female,38.0,,92.0,11.0,technical
1580,Male,40.0,,63.0,5.0,Academic
1661,Male,32.0,93.0,31.0,25.0,Technical
3549,Female,81.0,85.0,59.0,37.0,Technical
4965,male,91.0,87.0,83.0,40.0,Technical
4867,Female,56.0,50.0,56.0,28.0,ACADEMIC
2626,,36.0,51.0,96.0,19.0,Academic
2779,FEMALE,35.0,54.0,83.0,6.0,Academic
2086,Male,48.0,69.0,33.0,4.0,Technical
600,Female,89.0,84.0,45.0,13.0,Technical
2297,Male ,96.0,92.0,60.0,40.0,Technical
2164,FEMALE,67.0,90.0,57.0,17.0,Technical
1615,Male,95.0,46.0,36.0,36.0,ACADEMIC
1014,Male,78.0,65.0,62.0,5.0,Technical
602,Female,72.0,89.0,96.0,18.0,Technical
1022,Male,30.0,82.0,28.0,11.0,Technical
1654,Female,71.0,86.0,81.0,11.0,Technical
2394,Male ,48.0,86.0,93.0,31.0,Technical
3130,,92.0,36.0,29.0,17.0,ACADEMIC
894,FEMALE,33.0,55.0,63.0,30.0,Academic
2870,Female,42.0,97.0,65.0,18.0,ACADEMIC
5072,Female,56.0,78.0,30.0,28.0,Technical
1587,Male,55.0,51.0,34.0,25.0,Technical
2418,FEMALE,32.0,69.0,25.0,27.0,Technical
1562,Female,51.0,83.0,59.0,40.0,Technical
4416,male,86.0,41.0,91.0,9.0,Technical
3735,Male,30.0,72.0,41.0,40.0,Technical
380,Female,45.0,80.0,46.0,12.0,Technical
4620,Male,95.0,68.0,42.0,,Technical
3951,Male,49.0,49.0,28.0,9.0,Technical
2927,Female,,65.0,37.0,6.0,Technical
5327,Female,54.0,53.0,32.0,28.0,Technical
4327,Male,36.0,39.0,71.0,23.0,Academic
3126,male,32.0,90.0,90.0,9.0,Technical
1298,male,78.0,67.0,87.0,,Technical
2230,Male,96.0,88.0,62.0,20.0,ACADEMIC
3298,Female,35.0,73.0,27.0,32.0,Technical
2037,Male,42.0,95.0,95.0,14.0,Technical
2838,Female,92.0,68.0,38.0,21.0,Technical
2201,,65.0,84.0,37.0,16.0,Technical
2014,Male,87.0,51.0,73.0,10.0,Technical
3938,Male,45.0,38.0,59.0,24.0,technical
4852,Male,34.0,95.0,77.0,36.0,Technical
3302,Male,47.0,96.0,99.0,26.0,Technical
3220,Male ,98.0,42.0,75.0,13.0,Technical
1311,Male,79.0,50.0,74.0,29.0,Technical
2701,Female,70.0,42.0,62.0,5.0,Technical
2042,Male,99.0,55.0,73.0,33.0,Technical
3577,Female,73.0,52.0,26.0,168.0,Technical
171,male,80.0,96.0,41.0,12.0,Technical
4900,Female,84.0,69.0,79.0,38.0,Technical
527,Male,45.0,64.0,34.0,4.0,Technical
4465,Male,43.0,50.0,80.0,34.0,Academic
3927,Male,80.0,67.0,72.0,31.0,ACADEMIC
1028,Female,81.0,44.0,68.0,11.0,Technical
4169, Female,30.0,66.0,63.0,40.0,Technical
4787,Male,47.0,59.0,93.0,33.0,Academic
489,Female,88.0,39.0,45.0,37.0,Technical
143,Male,31.0,96.0,27.0,16.0,Technical
3271,Female,47.0,55.0,77.0,12.0,Technical
1237,Female,86.0,35.0,100.0,27.0,Technical
4653,Male ,68.0,41.0,61.0,24.0,Technical
2631,Female,50.0,36.0,35.0,32.0,Technical
5553,Male,37.0,68.0,70.0,17.0,Technical
1483,Female,92.0,45.0,48.0,,Technical
5004,Male,83.0,37.0,39.0,16.0,Technical
2248,Male,43.0,89.0,75.0,32.0,Technical
2382,Male,48.0,48.0,76.0,27.0,Academic
1106,FEMALE,60.0,39.0,40.0,37.0,Technical
4140,Female,71.0,72.0,31.0,17.0,
754,Female,72.0,85.0,82.0,30.0,Technical
510,Male,52.0,44.0,35.0,18.0,Technical
1576,Female,75.0,80.0,30.0,10.0,Technical
4791,Male,97.0,88.0,47.0,27.0,
3831,Male,97.0,93.0,81.0,10.0,Technical
3004,Male,51.0,100.0,100.0,24.0,Technical
1830,Female,31.0,55.0,50.0,24.0,Academic
2375,Female,84.0,55.0,99.0,16.0,Technical
1976,Female,,64.0,30.0,,ACADEMIC
3871,Female,52.0,78.0,73.0,16.0,Technical
3114,FEMALE,98.0,83.0,54.0,15.0,ACADEMIC
249,Male,58.0,73.0,51.0,33.0,Technical
1787,Female,81.0,67.0,75.0,31.0,Technical
228,Female,56.0,84.0,55.0,19.0,Technical
329,FEMALE,31.0,68.0,56.0,28.0,Technical 
3992,FEMALE,50.0,38.0,70.0,34.0,Academic
5100,Female,31.0,55.0,,38.0,Technical
4744,Male,65.0,88.0,41.0,39.0,Technical
4887,Female,51.0,68.0,40.0,12.0,Technical
5419,Male,78.0,76.0,47.0,35.0,ACADEMIC
3777,Male,78.0,82.0,43.0,36.0,technical
2922,male,33.0,85.0,90.0,14.0,Technical
2135,male,81.0,91.0,39.0,,technical
2115,Female,93.0,95.0,79.0,15.0,Technical
3428,Male ,37.0,,37.0,14.0,Technical
3299,Male,36.0,53.0,47.0,40.0,Technical
3685,Male,83.0,72.0,60.0,15.0,Technical
4617,Female,51.0,50.0,66.0,13.0,Technical
2335,FEMALE,32.0,41.0,61.0,39.0,
2353,Female,38.0,37.0,51.0,29.0,Academic
3191,Male,76.0,85.0,61.0,28.0,Technical
3727,Male,87.0,71.0,88.0,26.0,ACADEMIC
4176,male,35.0,92.0,79.0,19.0,Technical
3934,Male,80.0,70.0,76.0,16.0,Technical
4746,Female,,52.0,,26.0,Academic
1969, Female,97.0,73.0,80.0,38.0,Technical
2185,Female,40.0,41.0,82.0,13.0,Academic
3086,Female,36.0,91.0,94.0,27.0,Technical
5339, Female,66.0,43.0,75.0,29.0,Technical
4570,Female,48.0,73.0,40.0,35.0,Technical
4272,Female,67.0,69.0,71.0,33.0,Technical
2959,Male,94.0,59.0,,17.0,Technical
3743,Male,70.0,47.0,25.0,29.0,Technical
204,male,60.0,42.0,63.0,7.0,Technical 
4805,Male,30.0,88.0,71.0,24.0,ACADEMIC
3280,Female,80.0,61.0,68.0,37.0,
4844,Female,95.0,58.0,100.0,21.0,Technical
4105,Male,75.0,35.0,39.0,36.0,ACADEMIC
2874,FEMALE,60.0,99.0,75.0,14.0,Technical
5569,,92.0,38.0,60.0,38.0,Technical
5062,Male,53.0,43.0,35.0,24.0,
5298,Male,78.0,88.0,29.0,20.0,Technical
3235,,100.0,42.0,27.0,15.0,Technical
5309,Female,32.0,88.0,97.0,34.0,Technical
3708,Male,93.0,99.0,35.0,20.0,Technical
1406,Female,58.0,65.0,40.0,12.0,Technical
528,Female,68.0,85.0,75.0,39.0,Technical
3975,Male,100.0,91.0,99.0,25.0,Technical
4663,Female,77.0,75.0,80.0,29.0,Technical
1004,Female,49.0,95.0,44.0,21.0,Technical
3555,Female,51.0,51.0,30.0,38.0,Technical
5574,Female,83.0,54.0,88.0,14.0,Technical
4299,FEMALE,95.0,60.0,65.0,12.0,Technical
3159,Male,100.0,98.0,88.0,12.0,Technical
5465,Female,62.0,53.0,80.0,23.0,technical
855,Male,72.0,82.0,97.0,35.0,Technical 
2069,Male,,88.0,43.0,5.0,technical
2433,Female,61.0,68.0,96.0,22.0,Technical
2267,FEMALE,75.0,93.0,98.0,27.0,Technical
2378,Male,61.0,76.0,66.0,18.0,Technical
5264,Male,100.0,82.0,89.0,27.0,Technical
4525,Male,83.0,82.0,31.0,12.0,Technical
1588,FEMALE,59.0,55.0,76.0,13.0,Technical
3922,Male,57.0,95.0,47.0,20.0,Technical
383,Male ,58.0,79.0,38.0,16.0,Technical
1558,FEMALE,32.0,55.0,31.0,29.0,Technical
2745,Male,44.0,48.0,93.0,28.0,Academic
306,Male,45.0,42.0,75.0,25.0,Academic
1881,Male,39.0,50.0,99.0,21.0,Academic
3403,Female,58.0,60.0,42.0,15.0,Technical
4614,Female,89.0,41.0,75.0,31.0,Technical
2156,Female,,38.0,74.0,30.0,Academic
1652,Female,60.0,,98.0,24.0,Technical 
3679,Female,96.0,62.0,51.0,35.0,Technical
435,Male,59.0,72.0,73.0,8.0,
1047,Male,42.0,92.0,66.0,37.0,Technical
2854,Male,97.0,79.0,83.0,20.0,Technical
5021,Female,95.0,44.0,29.0,32.0,Technical
1027,Male,64.0,72.0,78.0,30.0,Technical
513,Female,41.0,48.0,81.0,28.0,Academic
961,Female,37.0,52.0,31.0,39.0,Technical
1211,Female,86.0,46.0,42.0,21.0,Technical
3532,male,82.0,95.0,86.0,36.0,Technical 
1377,Male,41.0,65.0,78.0,20.0,Technical
230,Female,87.0,77.0,61.0,29.0,Technical
279,Female,,68.0,50.0,24.0,Technical
4302,Male,46.0,82.0,42.0,5.0,Technical
3207,Female,84.0,56.0,68.0,19.0,Technical
4200,,99.0,66.0,98.0,25.0,Technical
2622,Male ,73.0,78.0,97.0,27.0,Technical 
3074,Female,40.0,81.0,93.0,24.0,Technical
1792,Male,80.0,43.0,78.0,22.0,Technical
5291,Male,72.0,99.0,67.0,19.0,Technical
507,Male,70.0,92.0,,40.0,Technical
2057,Female,50.0,65.0,87.0,31.0,Technical
5477,Female,72.0,57.0,25.0,33.0,Technical 
4860,Female,36.0,40.0,79.0,6.0,Academic
4025,Female,38.0,53.0,89.0,38.0,Academic
3660,Male,93.0,97.0,41.0,4.0,Technical
180,Male,50.0,92.0,87.0,11.0,Technical
5020,Male,35.0,98.0,42.0,25.0,Technical
3314,Female,32.0,100.0,97.0,32.0,Technical
3120,Female,95.0,65.0,58.0,13.0,Technical
341,Female,59.0,54.0,50.0,38.0,Technical
4647,FEMALE,63.0,93.0,58.0,,Technical
5576,FEMALE,84.0,77.0,82.0,31.0,Technical
963,Female,71.0,86.0,30.0,32.0,Technical
3580,Male,33.0,82.0,82.0,8.0,Technical
352,Male,97.0,57.0,,20.0,Technical 
2354,Female,54.0,42.0,72.0,4.0,Academic
4814,Female,,91.0,97.0,20.0,Technical
5593,Female,80.0,79.0,63.0,21.0,
5534,Male ,97.0,82.0,,36.0,Technical 
1306, Female,87.0,44.0,65.0,26.0,Technical
5018,Male,78.0,87.0,83.0,28.0,Technical
863,Male,52.0,40.0,57.0,25.0,Technical
1957,FEMALE,54.0,51.0,78.0,21.0,Technical
953,Male,48.0,97.0,35.0,25.0,Technical
4303,FEMALE,36.0,50.0,67.0,24.0,technical
4477,Male,50.0,100.0,61.0,8.0,Technical
2990,Female,59.0,44.0,82.0,5.0,Academic
2635,Female,62.0,65.0,33.0,11.0,Technical
5600,,71.0,49.0,38.0,16.0,Technical
1937,Male,82.0,35.0,68.0,16.0,Technical
3524,Male,39.0,79.0,31.0,32.0,Technical
1896,Male,69.0,87.0,27.0,4.0,Technical
4533,male,96.0,68.0,42.0,21.0,Technical
3194,Male ,73.0,100.0,33.0,34.0,Technical 
1594,male,99.0,60.0,31.0,20.0,Technical
3741,Male ,43.0,45.0,36.0,12.0,Technical
406,FEMALE,86.0,63.0,55.0,40.0,Technical
1650,male,,68.0,68.0,6.0,Technical
2685,Female,93.0,98.0,50.0,4.0,Technical
4987,Male,62.0,70.0,93.0,28.0,Technical
518,Male,34.0,54.0,27.0,12.0,Technical
1018,Female,65.0,37.0,89.0,30.0,Academic
1757,Female,83.0,80.0,96.0,30.0,Technical
1597,Female,48.0,47.0,72.0,31.0,Academic
3346,Male,36.0,,37.0,6.0,Technical
793,Male,55.0,53.0,89.0,21.0,Technical
2244,Male,58.0,45.0,45.0,40.0,Technical
2607,Female,,95.0,58.0,35.0,Technical
1221,Female,48.0,79.0,72.0,17.0,Technical
3382,Male,44.0,37.0,60.0,19.0,Technical 
4164,Male,,97.0,,19.0,Technical
5404,Female,80.0,38.0,82.0,29.0,Technical
2939,Female,39.0,53.0,40.0,32.0,Technical
116,Male,,57.0,60.0,33.0,Technical 
1655,Male,87.0,63.0,35.0,,Technical
3672,Male ,31.0,35.0,76.0,6.0,Academic
133,,66.0,60.0,36.0,21.0,Technical 
3259,Female,100.0,97.0,64.0,22.0,Technical
4288,Female,99.0,71.0,99.0,24.0,Technical
4998,Male,53.0,37.0,39.0,8.0,Technical
3005,Female,56.0,64.0,100.0,16.0,Technical
3563,Female,53.0,84.0,43.0,13.0,Technical
4804,Female,91.0,69.0,94.0,16.0,Technical
3601,Male,76.0,77.0,43.0,35.0,Technical
1699,Male,62.0,73.0,76.0,8.0,Technical
1032,Female,36.0,46.0,82.0,24.0,ACADEMIC
3378,Male,58.0,67.0,96.0,23.0,Technical
4697,Female,53.0,60.0,27.0,10.0,Technical
495,Male ,48.0,53.0,83.0,7.0,technical
1054,Female,49.0,53.0,61.0,11.0,Technical
950,,84.0,54.0,27.0,30.0,Technical
1057,Female,52.0,57.0,75.0,,Technical
750, Female,41.0,78.0,65.0,4.0,technical
1325,Male,71.0,70.0,41.0,19.0,Technical
5410,Female,78.0,,26.0,26.0,Technical
3721,Female,48.0,68.0,86.0,,Technical
3955,Female,46.0,91.0,90.0,34.0,Technical
3143,Male,36.0,57.0,69.0,36.0,Academic
2909,Male,92.0,82.0,29.0,22.0,Technical
605,male,61.0,77.0,37.0,25.0,Technical
430,Male,96.0,45.0,48.0,4.0,Technical
2648,Male,76.0,49.0,69.0,38.0,Technical
3212,Male,38.0,96.0,31.0,13.0,Technical
2172,Female,86.0,84.0,60.0,23.0,ACADEMIC
3465,Female,43.0,68.0,32.0,33.0,Technical
3436,Male ,78.0,94.0,28.0,35.0,Technical
824,Female,47.0,96.0,59.0,17.0,Technical
2183,Male,60.0,60.0,31.0,15.0,
1843,Female,56.0,42.0,86.0,23.0,Academic
2995,Male,31.0,53.0,78.0,15.0,Academic
1171,Male,47.0,88.0,85.0,8.0,Technical
4023,Female,42.0,62.0,39.0,24.0,Technical
5215,Male,59.0,56.0,93.0,30.0,Technical
929,Female,54.0,73.0,84.0,29.0,Technical
5353,Female,100.0,62.0,55.0,10.0,Technical
4252,Male,39.0,66.0,61.0,26.0,Technical
2773,Female,96.0,97.0,77.0,21.0,Technical
3762,Male,83.0,54.0,53.0,15.0,Technical
688,Male,62.0,57.0,69.0,19.0,Technical
4795,Male,93.0,58.0,52.0,21.0,Technical 
3639,Female,69.0,66.0,66.0,28.0,Technical
436,Male,38.0,100.0,58.0,10.0,
369,Male,60.0,,62.0,7.0,Technical
2706,Female,69.0,76.0,25.0,15.0,Technical
5320,Male,76.0,,25.0,29.0,Technical
3860,Female,42.0,94.0,40.0,35.0,technical
1473,Female,98.0,94.0,74.0,33.0,Technical
2967,Female,95.0,35.0,60.0,19.0,Technical
3878,Female,79.0,54.0,,6.0,Technical
3715,Male,73.0,51.0,93.0,34.0,Technical
5583,Male,75.0,37.0,,37.0,Technical
1748, Female,90.0,,54.0,4.0,Technical
2179,Female,83.0,39.0,41.0,38.0,Technical
2889,Female,92.0,100.0,86.0,,Technical
5207,Male,93.0,74.0,31.0,20.0,Technical
300,Female,55.0,74.0,85.0,15.0,Technical
3830,Female,93.0,94.0,59.0,24.0,Technical
2845,FEMALE,59.0,48.0,61.0,26.0,Technical
1818,Female,43.0,88.0,25.0,7.0,Technical
437,Female,55.0,86.0,31.0,28.0,Technical
5036,Male,49.0,69.0,74.0,16.0,Technical
5427,Male,42.0,78.0,80.0,33.0,Technical
4092,Male,40.0,75.0,51.0,28.0,Technical
3437,FEMALE,72.0,63.0,67.0,19.0,Technical
2018,FEMALE,93.0,82.0,,6.0,technical
2006,Male,39.0,70.0,30.0,35.0,Technical
2380,Male,67.0,42.0,55.0,36.0,Technical
1194,Female,41.0,82.0,39.0,,Technical
3320,Female,69.0,71.0,58.0,5.0,Technical
2903,Female,76.0,53.0,42.0,29.0,Technical
5031,Male,88.0,46.0,52.0,7.0,Technical
109,Female,61.0,79.0,81.0,22.0,Technical
3379,Male,74.0,49.0,52.0,23.0,Technical
1161,male,46.0,98.0,49.0,24.0,Technical
3472,Female,81.0,63.0,0,16.0,Technical
3345,Female,94.0,,42.0,20.0,Technical
2105,Male,97.0,77.0,36.0,19.0,Technical
2084,Male,32.0,55.0,62.0,14.0,Academic
1392,Male,55.0,48.0,97.0,33.0,Academic
2743,Female,57.0,69.0,56.0,16.0,Technical
269,Male,56.0,84.0,missing,18.0,Technical
1176,,78.0,89.0,95.0,10.0,Technical
1076,Male,71.0,58.0,0,29.0,technical
4683, Female,73.0,62.0,26.0,12.0,technical
715,Female,78.0,80.0,30.0,32.0,Technical
5237,Female,44.0,70.0,80.0,7.0,Technical
3269,Female,53.0,83.0,99.0,27.0,Technical
4787,Male,47.0,59.0,93.0,33.0,Academic
2880,Male,49.0,44.0,29.0,35.0,Technical
4608,Male,35.0,40.0,73.0,9.0,Academic
2288,male,70.0,72.0,37.0,16.0,Technical
5332,Male,73.0,83.0,68.0,25.0,Technical
1110,Male,49.0,58.0,43.0,7.0,Technical
765, Female,90.0,90.0,74.0,39.0,ACADEMIC
5388,Male,95.0,46.0,83.0,29.0,Technical
497,Female,56.0,56.0,57.0,25.0,technical
5386,Female,40.0,99.0,57.0,16.0,Technical
2223,Female,97.0,87.0,65.0,27.0,Technical
2101,Male,32.0,54.0,48.0,7.0,Technical 
1174,Male ,72.0,57.0,90.0,17.0,Technical
3372,male,49.0,44.0,71.0,26.0,Technical 
2793,,,67.0,26.0,16.0,Technical
1883,Male,,72.0,89.0,19.0,Technical
1546,Male,98.0,95.0,83.0,32.0,Technical
4150,Male,32.0,68.0,82.0,34.0,Academic
2290,Female,88.0,87.0,29.0,20.0,Technical
4214,Male,99.0,74.0,26.0,30.0,Technical
4977,Female,69.0,72.0,29.0,30.0,ACADEMIC
1574,Male,73.0,38.0,67.0,7.0,Technical
979,Male,37.0,35.0,72.0,12.0,ACADEMIC
3868,Male,72.0,88.0,90.0,26.0,Technical
4728,FEMALE,32.0,49.0,53.0,28.0,Academic
3899,Male,67.0,absent,67.0,32.0,Technical
5351,Male,51.0,51.0,47.0,13.0,Technical
581,FEMALE,97.0,69.0,36.0,27.0,Technical
391,Male,74.0,39.0,27.0,29.0,Technical
1858,Male,88.0,37.0,98.0,30.0,Technical
5426,Female,89.0,44.0,44.0,21.0,Technical
565,Female,54.0,74.0,45.0,30.0,Technical
3697,Male,51.0,52.0,96.0,5.0,Academic
5318,Female,66.0,43.0,,9.0,technical
4712,Male,99.0,46.0,38.0,19.0,Technical
4476,Male,60.0,65.0,98.0,26.0,Technical
2017,Female,53.0,58.0,66.0,12.0,Technical
3305,Female,30.0,76.0,82.0,14.0,Technical
3600,Female,39.0,87.0,88.0,19.0,Technical
2053,Female,100.0,35.0,100.0,9.0,Technical
3567,Male,66.0,61.0,85.0,19.0,Technical
3432,Female,50.0,71.0,65.0,4.0,Technical
971,Male,91.0,68.0,30.0,21.0,ACADEMIC
1982, Female,,89.0,45.0,22.0,Technical
5395,FEMALE,44.0,39.0,84.0,17.0,ACADEMIC
2192,Female,48.0,75.0,58.0,24.0,Technical
4144,Female,34.0,89.0,99.0,12.0,Technical
4433,Male,78.0,93.0,41.0,38.0,Technical
4400,,56.0,45.0,81.0,8.0,Academic
797,Male,83.0,79.0,86.0,39.0,Technical
104,Female,100.0,52.0,51.0,31.0,Technical
1844,male,52.0,72.0,99.0,9.0,Technical
2777,Male,43.0,65.0,35.0,30.0,Technical
3929,Female,79.0,65.0,61.0,6.0,Technical
4759,Male,46.0,98.0,25.0,4.0,Technical
1407,Female,72.0,35.0,64.0,5.0,Technical
5116,Male,33.0,80.0,91.0,8.0,ACADEMIC
770,Male,30.0,40.0,97.0,29.0,Academic
4847,Male,38.0,36.0,86.0,15.0,Academic
2998,Male,98.0,46.0,60.0,26.0,Technical
1893,Female,52.0,35.0,41.0,35.0,Technical
3797,Male ,73.0,84.0,75.0,36.0,Technical
3587,Male,48.0,91.0,52.0,16.0,ACADEMIC
3404,Male,46.0,41.0,79.0,15.0,Academic
532, Female,94.0,91.0,,29.0,Technical
181,Female,68.0,65.0,40.0,40.0,Technical
375,Female,87.0,60.0,73.0,18.0,Technical
3034,male,70.0,65.0,89.0,29.0,Technical
1131,Male,63.0,44.0,69.0,,Technical
1097,FEMALE,47.0,94.0,79.0,19.0,Technical
3836,Male,92.0,63.0,63.0,25.0,Technical
2206,Male,46.0,54.0,58.0,24.0,Technical
411,Male,91.0,80.0,82.0,31.0,Technical
993,Female,81.0,44.0,81.0,4.0,Technical
3508,Female,60.0,66.0,50.0,29.0,Technical
5490,Female,50.0,87.0,39.0,23.0,Technical
5529,Female,67.0,65.0,87.0,16.0,ACADEMIC
2151,Male,74.0,49.0,71.0,30.0,Technical
4017,Female,82.0,57.0,58.0,14.0,Technical
5208,male,100.0,52.0,95.0,7.0,Technical
3429,Male,33.0,83.0,40.0,38.0,Technical
2584,Male,90.0,85.0,80.0,21.0,Technical
3783,Female,47.0,42.0,36.0,6.0,Technical
552,Female,43.0,49.0,47.0,11.0,Technical
2158,Male,73.0,,97.0,22.0,ACADEMIC
5060,Female,46.0,93.0,25.0,11.0,Technical
1094,Female,71.0,95.0,60.0,25.0,Technical
1122,Male,80.0,78.0,99.0,5.0,Technical
3520,Male,60.0,85.0,74.0,19.0,Technical
1862,Female,56.0,66.0,54.0,32.0,Technical
5344,Male ,53.0,absent,37.0,16.0,Technical
2985,Male,40.0,36.0,52.0,16.0,Academic
1436,Female,47.0,66.0,52.0,40.0,Technical
3792,Female,78.0,44.0,missing,39.0,Technical
771,FEMALE,99.0,97.0,32.0,10.0,Technical
3511,Male,74.0,88.0,55.0,21.0,Technical
4886,Male,34.0,70.0,54.0,24.0,Technical
5456,Male,69.0,85.0,30.0,15.0,Technical
4662,Male,,84.0,96.0,6.0,Technical
3623,Male,33.0,55.0,73.0,13.0,Academic
4254,Male,40.0,55.0,43.0,24.0,Technical
2737,,47.0,57.0,43.0,14.0,Technical
1663,Female,46.0,78.0,81.0,22.0,Technical
5019,FEMALE,56.0,48.0,60.0,,ACADEMIC
844,Male,89.0,50.0,38.0,8.0,Technical
454,Male,93.0,59.0,62.0,39.0,Technical
664,Male ,61.0,78.0,46.0,40.0,Technical
5029,Female,98.0,43.0,77.0,5.0,ACADEMIC
4146,Male,57.0,90.0,84.0,9.0,Technical
2226,Female,80.0,77.0,46.0,18.0,technical
1233,Male,48.0,38.0,89.0,8.0,Academic
2612,male,64.0,42.0,100.0,23.0,Academic
2710,Male,85.0,50.0,,4.0,Technical 
1172,Male,81.0,67.0,64.0,39.0,Technical
4359,Male,89.0,58.0,88.0,19.0,Technical
1612,Female,52.0,,98.0,12.0,Technical
251,Female,66.0,49.0,36.0,17.0,Technical
2238,Female,87.0,76.0,30.0,12.0,Technical
2289,Female,32.0,95.0,97.0,35.0,Technical
4648,Female,91.0,100.0,96.0,7.0,Technical
4715,Male,31.0,,93.0,15.0,technical
336, Female,57.0,59.0,36.0,19.0,Technical
1159,Male,76.0,52.0,88.0,38.0,ACADEMIC
4817,Female,37.0,67.0,61.0,12.0,Technical
5098,Male,56.0,96.0,69.0,24.0,Technical
340,Male ,64.0,95.0,27.0,18.0,Technical
3253,Female,35.0,40.0,29.0,14.0,Academic
1831,Male,43.0,96.0,55.0,27.0,ACADEMIC
4462,Female,61.0,78.0,64.0,,Technical
604,Female,93.0,,82.0,4.0,Technical
3386,Male,100.0,93.0,71.0,18.0,Technical
3027,FEMALE,65.0,84.0,54.0,17.0,Technical
3418,Male,50.0,50.0,34.0,32.0,Technical
2330,Male,91.0,65.0,82.0,5.0,Technical
3872,Female,89.0,97.0,52.0,32.0,ACADEMIC
2620,Female,99.0,91.0,86.0,,Technical
2359,Male,46.0,55.0,57.0,24.0,Technical
2647,Male,70.0,71.0,75.0,32.0,Technical
2984, Female,52.0,40.0,36.0,24.0,ACADEMIC
5090,Female,55.0,92.0,45.0,4.0,Technical
457,Male,31.0,79.0,25.0,28.0,Technical 
1797,Male,72.0,53.0,32.0,23.0,ACADEMIC
3496,Female,,93.0,27.0,31.0,Technical
920,Male,100.0,96.0,84.0,-5.0,Technical
4224,Male ,71.0,79.0,82.0,14.0,Technical
2673,Male ,73.0,78.0,80.0,23.0,Technical
137,Male,77.0,40.0,78.0,27.0,Technical
242,Male,87.0,86.0,63.0,10.0,Technical
3225,Female,33.0,78.0,25.0,10.0,Technical 
1610,Female,71.0,92.0,93.0,28.0,Technical
862,Male,44.0,84.0,30.0,28.0,ACADEMIC
4512, Female,82.0,96.0,,28.0,Technical
225,Male,50.0,79.0,82.0,37.0,ACADEMIC
4582,Male,87.0,86.0,27.0,22.0,Technical
2094,Male,65.0,40.0,70.0,25.0,Technical
4241,Male,43.0,65.0,57.0,38.0,Technical 
482,Female,40.0,81.0,26.0,33.0,Technical
1013,Female,,94.0,63.0,17.0,Technical
3509,Male,74.0,82.0,91.0,29.0,Technical
1351,Female,92.0,91.0,65.0,21.0,Technical
2225,Female,82.0,94.0,84.0,14.0,Technical
4036,Female,41.0,91.0,93.0,5.0,Technical
2367,Female,66.0,,34.0,36.0,Technical
1885,Female,59.0,72.0,92.0,39.0,Technical
1707,Male,45.0,96.0,48.0,10.0,Technical
3991,Female,37.0,86.0,29.0,16.0,technical
4727,Male,42.0,68.0,95.0,18.0,Academic
3218,Male,91.0,96.0,56.0,30.0,Technical
4072, Female,79.0,100.0,85.0,18.0,Technical
948,Female,31.0,98.0,75.0,31.0,Technical 
2658,Male,85.0,44.0,93.0,27.0,Technical
