RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
1600,Female,92,53,62,36,Technical
4499,Male,80,85,55,34,Technical
4175,Female,57,64,92,20,Technical
153,Female,87,94,51,19,Technical
1581,Female,72,99,36,22,Technical
2908,Female,61,86,44,4,Technical
4714,Male,50,94,48,11,Technical
1570,Female,79,86,72,25,Technical
4857,Male,33,41,47,23,Academic
3637,Female,66,57,27,16,Technical
1579,Male,67,67,79,19,Technical
1337,Female,85,94,76,18,Technical
1006,Female,75,71,89,11,Technical
1672,Male,82,45,62,22,Technical
3806,Female,75,43,31,22,Technical
1916,Female,42,71,51,18,Technical
1806,Male,91,35,87,23,Technical
1198,Male,86,54,100,16,Technical
1918,Female,32,42,31,8,Academic
4406,Male,32,64,85,29,Academic
5414,Female,53,99,48,15,Technical
704,Male,78,100,47,19,Technical
1391,Male,83,62,65,18,Technical
3650,Female,59,71,75,39,Technical
348,Female,80,67,66,25,Technical
1157,Female,99,85,79,22,Technical
443,Male,54,56,38,14,Technical
2196,Female,41,75,29,32,Technical
748,Female,45,47,63,8,Academic
2255,Male,50,65,76,29,Technical
474,Female,82,86,55,11,Technical
738,Male,48,40,61,8,Academic
4412,Female,78,82,73,15,Technical
5153,Male,54,100,79,22,Technical
2953,Female,35,81,46,7,Technical
3170,Male,48,75,80,17,Technical
1905,Female,91,75,39,20,Technical
4492,Female,45,77,33,19,Technical
4237,Female,60,73,39,25,Technical
5466,Female,67,90,86,24,Technical
2825,Female,32,49,73,31,Academic
1499,Female,55,86,62,15,Technical
3140,Male,69,92,100,15,Technical
4267,Male,33,39,31,22,Academic
5362,Female,91,98,55,29,Technical
2947,Female,65,39,73,36,Technical
3168,Female,36,84,33,18,Technical
2331,Female,60,97,61,29,Technical
3757,Female,61,53,51,22,Technical
3989,Male,94,91,68,17,Technical
4282,Female,42,71,51,28,Technical
918,Male,52,62,66,23,Technical
1703,Male,91,74,40,13,Academic
252,Male,100,41,32,32,Technical
2405,Female,62,56,62,25,Technical
3089,Female,58,82,67,37,Technical
305,Female,57,96,69,25,Technical
3440,Female,86,57,77,7,Technical
1278,Female,32,50,74,6,Academic
4125,Female,49,96,35,35,Technical
1738,Male,86,41,61,33,Academic
2680,Female,92,51,71,31,Technical
151,Female,53,86,34,22,Technical
4829,Female,43,65,56,25,Technical
5417,Male,83,62,97,13,Technical
5548,Female,90,61,43,31,Technical
3456,Male,44,51,36,34,Technical
949,Male,31,48,84,13,Academic
1440,Male,77,52,40,40,Technical
2956,Male,81,98,70,19,Technical
1780,Female,45,74,30,19,Technical
4405,Female,71,58,31,21,Technical
595,Male,87,54,35,40,Technical
3988,Female,39,41,56,35,Academic
1208,Female,60,59,67,40,Technical
4550,Female,31,42,28,34,Academic
3917,Male,59,88,69,22,Technical
2070,Male,86,91,72,20,Technical
3438,Female,70,68,70,13,Technical
2329,Male,74,76,79,23,Academic
4869,Female,100,36,53,27,Technical
5266,Female,69,93,81,33,Technical
4930,Male,95,44,30,35,Technical
697,Female,89,59,31,10,Academic
2533,Male,75,84,91,18,Technical
2284,Male,60,71,51,12,Technical
2752,Male,94,38,93,16,Academic
5577,Male,62,44,42,32,Technical
1240,Female,59,81,70,23,Technical
952,Female,35,42,52,5,Academic
1356,Male,86,68,33,20,Technical
1788,Male,67,55,50,13,Technical
5391,Male,46,63,27,22,Technical
2969,Male,43,86,94,13,Technical
2200,Male,88,49,29,36,Technical
287,Female,31,44,72,33,Academic
1808,Male,92,42,62,22,Technical
3368,Female,73,75,37,15,Technical
1961,Female,99,50,83,22,Technical
3628,Female,71,89,33,19,Technical
4604,Male,59,50,75,37,Technical
397,Female,91,49,91,22,Technical
5099,Female,93,35,35,40,Academic
947,Male,69,36,91,22,Academic
4402,Female,33,93,36,22,Technical
5053,Male,93,86,88,11,Technical
2440,Male,46,42,61,21,Academic
2934,Male,55,63,36,40,Technical
1248,Female,94,63,97,22,Technical
869,Male,59,63,79,23,Technical
4836,Male,49,76,49,26,Technical
3778,Male,70,65,75,22,Technical
1828,Female,45,80,27,30,Academic
1189,Female,36,99,83,17,Technical
5398,Female,66,41,83,22,Technical
1567,Female,45,93,80,14,Technical
3641,Male,77,94,68,24,Technical
264,Female,34,75,41,22,Technical
5376,Male,54,43,69,15,Academic
3482,Female,34,39,47,16,Technical
3415,Male,98,82,63,24,Technical
5178,Male,83,91,66,33,Technical
5524,Male,35,59,55,27,Technical
2604,Female,91,77,100,22,Technical
2672,Female,90,57,99,37,Academic
3536,Male,48,76,75,31,Technical
1685,Female,40,39,61,39,Academic
1229,Male,100,91,38,36,Technical
3534,Male,31,47,28,16,Technical
817,Female,52,42,36,16,Technical
1897,Female,73,92,76,31,Technical
2323,Male,83,37,94,27,Technical
2869,Male,33,35,75,40,Academic
3294,Male,66,98,64,37,Technical
4229,Male,56,80,77,4,Technical
4381,Male,37,72,42,9,Technical
5580,Male,63,91,47,12,Technical
3821,Male,62,80,60,36,Technical
2273,Male,45,47,48,18,Technical
4609,Female,96,99,58,31,Academic
4554,Female,87,74,68,13,Technical
2407,Male,35,77,55,24,Technical
1359,Male,44,68,52,12,Technical
3712,Male,34,83,26,34,Technical
5133,Female,42,85,61,19,Technical
233,Male,40,48,68,33,Academic
2655,Female,55,98,45,39,Technical
3173,Male,90,49,46,40,Technical
3433,Male,54,83,72,15,Technical
669,Female,30,78,97,19,Academic
3491,Male,38,97,72,40,Technical
3662,Female,100,47,63,19,Technical
2453,Female,58,41,39,24,Technical
2865,Female,31,83,57,8,Academic
2030,Male,79,41,46,16,Technical
951,Male,89,83,29,16,Technical
182,Female,75,72,49,29,Technical
3492,Female,57,36,83,24,Academic
5229,Male,79,41,89,12,Technical
4971,Male,87,79,74,28,Technical
630,Male,74,73,25,39,Technical
3177,Female,49,99,50,18,Technical
4917,Female,66,100,84,40,Technical
1332,Male,62,68,33,17,Technical
1138,Female,90,47,91,40,Technical
2821,Male,55,70,34,25,Technical
3675,Female,81,74,81,18,Technical
4950,Male,45,90,38,14,Technical
1315,Male,77,96,91,26,Technical
1911,Female,86,56,81,14,Technical
3409,Male,79,42,95,12,Technical
2527,Male,76,49,94,14,Technical
5467,Female,39,79,98,22,Technical
1049,Female,57,35,74,26,Academic
2853,Male,80,94,91,5,Technical
1709,Male,72,52,97,4,Technical
105,Male,95,76,33,19,Technical
3879,Female,81,52,90,29,Technical
3145,Female,37,61,83,15,Technical
3963,Male,52,97,28,13,Technical
4861,Male,42,89,50,33,Technical
756,Male,61,94,82,5,Technical
4414,Female,82,64,41,14,Technical
3183,Female,69,60,30,32,Academic
2480,Female,94,67,77,22,Technical
2993,Female,80,62,37,18,Technical
3448,Male,53,60,58,20,Technical
3737,Female,73,74,84,37,Technical
3124,Male,44,41,98,40,Academic
3389,Female,69,79,38,31,Technical
1933,Female,35,44,66,12,Academic
1497,Male,65,78,83,15,Technical
2310,Female,36,47,35,12,Technical
3310,Female,89,55,28,34,Technical
4250,Female,88,80,43,10,Technical
677,Male,86,73,98,15,Technical
154,Female,56,55,52,21,Technical
2344,Female,50,85,100,6,Technical
4733,Female,64,91,85,6,Technical
683,Male,83,52,46,20,Technical
1528,Female,34,42,29,31,Academic
2274,Female,41,59,25,39,Technical
2510,Male,59,51,74,22,Technical
3286,Female,65,79,77,22,Technical
4771,Male,58,90,93,37,Technical
342,Female,83,44,78,27,Technical
5026,Female,95,54,36,14,Technical
1532,Female,46,68,59,6,Technical
1939,Female,66,72,69,9,Technical
5283,Female,77,99,35,28,Technical
2202,Female,32,56,73,30,Academic
4424,Male,31,63,83,35,Academic
5051,Male,66,97,97,34,Technical
4245,Female,76,97,49,21,Technical
543,Female,91,47,94,17,Academic
4418,Male,78,94,58,37,Technical
246,Male,44,98,94,27,Technical
2161,Male,95,75,28,34,Technical
4966,Female,85,65,42,32,Academic
1319,Female,75,35,58,14,Technical
3680,Male,76,65,96,7,Technical
2669,Female,83,87,74,10,Technical
3326,Female,40,90,31,31,Technical
169,Male,93,89,44,5,Technical
365,Female,58,90,46,29,Technical
5274,Male,80,92,90,22,Technical
4182,Male,96,54,51,11,Technical
5095,Male,45,92,62,27,Technical
5335,Male,35,45,46,17,Technical
1710,Female,37,82,43,22,Technical
5508,Male,72,59,46,6,Technical
3995,Female,95,64,45,31,Technical
638,Male,38,37,39,38,Academic
2603,Female,76,49,47,36,Technical
696,Male,79,49,92,33,Technical
525,Male,59,95,54,39,Technical
2123,Female,87,73,77,20,Technical
4409,Male,92,93,37,26,Technical
4578,Male,34,62,76,5,Academic
2843,Male,58,49,57,6,Technical
3888,Male,51,84,31,11,Technical
318,Female,70,62,91,40,Technical
4269,Male,46,81,96,36,Technical
4680,Male,46,94,64,4,Technical
2794,Male,74,38,81,4,Technical
1190,Female,100,96,26,40,Technical
5222,Female,84,92,42,23,Technical
3287,Male,69,55,69,15,Technical
373,Female,43,51,73,15,Academic
2231,Female,76,50,50,28,Technical
5371,Male,50,80,26,38,Technical
189,Female,66,50,73,31,Technical
3956,Male,86,85,48,35,Technical
3470,Female,56,84,100,7,Technical
2122,Female,90,53,49,35,Technical
4253,Female,46,83,27,11,Technical
914,Female,49,78,33,6,Technical
4408,Female,57,68,82,25,Technical
378,Female,31,87,87,22,Technical
2191,Female,82,52,65,18,Technical
3913,Male,97,62,83,38,Technical
1398,Male,72,60,91,40,Technical
1150,Male,91,57,34,6,Technical
685,Female,82,67,39,17,Technical
3364,Male,56,96,41,20,Technical
1317,Male,94,79,34,34,Technical
2180,Female,90,90,82,33,Technical
3245,Male,82,80,26,7,Technical
1329,Female,65,84,70,33,Technical
4065,Male,31,44,52,38,Academic
4670,Male,74,68,60,12,Technical
731,Female,62,85,99,5,Technical
4054,Male,86,88,42,29,Technical
1838,Male,53,68,62,16,Technical
1888,Male,72,82,74,40,Technical
4212,Male,41,40,82,18,Technical
3236,Female,63,69,68,6,Technical
4365,Female,56,44,57,22,Technical
1641,Female,64,68,54,28,Technical
3038,Female,48,44,83,5,Academic
5429,Male,59,68,92,6,Academic
4311,Male,81,42,48,39,Technical
4953,Male,55,72,31,11,Technical
4530,Female,36,80,62,35,Technical
3187,Male,70,40,87,10,Technical
4898,Female,89,90,62,17,Technical
232,Male,75,81,48,12,Technical
4281,Male,71,49,71,35,Academic
3555,Female,51,51,30,38,Technical
1021,Female,85,67,67,14,Technical
2726,Female,81,55,98,15,Technical
5048,Female,77,49,51,17,Technical
4967,Male,52,96,73,37,Technical
1832,Female,30,53,86,32,Academic
2080,Female,94,54,36,20,Technical
1857,Female,40,99,74,30,Technical
1128,Female,60,62,68,31,Technical
4502,Female,74,97,58,25,Academic
2295,Male,42,86,40,28,Technical
4565,Female,73,51,68,35,Technical
121,Female,52,89,79,6,Technical
986,Male,83,42,33,39,Technical
3928,Male,73,77,53,22,Technical
4995,Male,41,52,35,22,Technical
3360,Female,83,75,53,6,Technical
4616,Male,97,79,51,26,Technical
3750,Male,73,85,39,36,Technical
2488,Female,35,86,37,12,Technical
4832,Male,38,68,55,28,Academic
2651,Female,66,73,45,24,Technical
3297,Female,58,44,52,31,Academic
223,Male,42,92,89,36,Technical
292,Female,66,43,28,26,Technical
5517,Male,65,88,82,12,Technical
3651,Female,73,89,65,6,Technical
4983,Female,70,92,34,10,Technical
2576,Female,71,92,46,36,Technical
2250,Female,51,88,81,9,Technical
1485,Female,89,51,83,18,Technical
2783,Male,58,68,35,8,Technical
2679,Male,67,58,87,33,Technical
2751,Male,73,68,98,34,Technical
274,Male,56,56,77,10,Technical
1168,Male,76,66,40,14,Technical
3344,Female,43,50,56,36,Technical
3165,Female,66,53,69,22,Technical
3540,Female,56,98,82,20,Technical
1554,Female,30,68,77,39,Academic
3179,Male,65,73,69,7,Technical
1251,Female,96,86,94,25,Technical
5385,Male,35,67,66,8,Technical
3085,Female,39,43,45,13,Academic
4979,Male,87,90,80,33,Technical
4197,Male,61,37,78,31,Academic
2608,Male,94,95,53,25,Technical
1695,Female,39,64,53,4,Technical
4475,Female,54,40,27,21,Technical
3247,Female,99,59,84,27,Technical
263,Female,72,68,38,14,Technical
4932,Female,63,86,25,15,Academic
1912,Female,66,38,100,18,Academic
455,Male,60,75,25,7,Technical
2496,Male,72,42,54,25,Technical
768,Male,99,96,57,4,Technical
5248,Female,41,38,94,38,Academic
4443,Female,34,48,78,27,Academic
3481,Male,98,83,95,28,Academic
1750,Female,45,74,43,24,Technical
1256,Female,55,64,47,33,Technical
544,Male,58,48,76,15,Technical
1789,Female,94,87,94,26,Technical
2560,Male,66,39,91,29,Technical
4145,Male,53,82,60,4,Technical
2408,Female,70,83,36,17,Technical
1452,Female,59,52,95,6,Technical
186,Male,92,43,69,25,Technical
2155,Female,92,100,58,21,Technical
1370,Male,63,50,73,17,Technical
2722,Female,69,48,60,38,Technical
560,Male,39,69,55,18,Technical
3982,Female,90,89,61,9,Technical
866,Female,57,92,78,5,Technical
115,Male,100,91,91,11,Technical
1720,Female,62,97,76,24,Technical
4789,Female,32,57,42,18,Technical
829,Male,66,35,50,9,Academic
4090,Female,94,77,43,15,Technical
5315,Male,94,97,62,29,Technical
4382,Female,55,56,89,15,Technical
343,Female,65,68,64,17,Technical
469,Male,42,43,85,38,Academic
2717,Female,36,37,62,27,Academic
3625,Female,68,100,84,14,Technical
4262,Male,98,43,55,26,Technical
4750,Male,40,50,61,31,Technical
2994,Female,38,58,75,12,Academic
4063,Male,52,53,36,27,Technical
1043,Female,66,51,66,21,Technical
2397,Male,38,46,88,25,Academic
3366,Female,35,64,87,14,Academic
899,Female,76,42,62,38,Technical
1809,Female,66,100,76,19,Technical
4618,Female,53,48,80,33,Academic
4467,Male,65,97,95,7,Technical
4132,Male,66,70,60,34,Technical
5449,Male,84,89,62,34,Technical
3312,Female,37,40,49,25,Academic
1865,Male,57,41,90,13,Technical
3006,Male,39,43,74,11,Academic
288,Female,51,51,95,34,Academic
3175,Female,42,38,51,29,Academic
4328,Male,79,56,96,10,Technical
5356,Male,94,53,35,31,Technical
4879,Male,73,67,62,10,Technical
5127,Male,34,36,50,8,Academic
776,Female,83,44,67,38,Technical
728,Female,85,85,64,8,Technical
2469,Male,45,58,70,40,Technical
4853,Female,92,37,45,6,Technical
1184,Female,50,79,75,12,Technical
3128,Female,66,62,98,22,Technical
2729,Female,66,64,93,27,Academic
5201,Male,85,82,46,11,Technical
3081,Male,93,38,58,35,Technical
460,Female,73,53,34,4,Technical
1983,Female,100,78,62,34,Technical
302,Female,53,59,30,34,Technical
2243,Female,66,97,50,33,Technical
2770,Male,49,75,99,24,Technical
2039,Male,40,57,44,4,Technical
2879,Male,61,82,44,25,Technical
2674,Male,97,86,59,36,Technical
5329,Male,36,44,70,24,Academic
4775,Female,86,40,36,21,Technical
3892,Female,80,45,83,16,Technical
968,Male,83,65,73,27,Technical
4322,Female,45,75,31,11,Technical
2785,Male,99,68,43,17,Technical
1864,Male,81,41,34,22,Technical
3538,Female,41,86,63,8,Technical
4106,Male,57,48,85,16,Academic
4830,Male,66,68,52,12,Technical
4101,Female,66,88,52,30,Technical
5595,Male,58,98,35,30,Technical
1895,Male,90,38,40,14,Technical
2629,Male,75,38,94,34,Technical
5455,Female,55,39,42,26,Technical
2641,Female,99,84,53,8,Technical
1463,Female,87,60,73,35,Technical
5071,Male,43,59,62,11,Technical
1364,Male,100,59,62,31,Technical
1716,Female,92,36,80,4,Academic
4615,Female,56,71,28,37,Technical
4263,Female,36,54,84,35,Academic
598,Male,64,66,62,23,Technical
1371,Female,30,71,41,8,Technical
465,Female,100,71,62,16,Technical
5096,Female,42,80,36,30,Technical
1051,Female,56,65,63,26,Technical
444,Male,80,71,93,40,Technical
1457,Female,66,68,66,23,Technical
4151,Female,66,70,70,18,Technical
3030,Male,45,42,28,13,Technical
5494,Female,73,99,77,19,Technical
3430,Female,50,62,40,22,Technical
2121,Female,56,76,25,38,Academic
5434,Male,35,36,46,40,Academic
2049,Male,87,68,73,23,Technical
3905,Male,79,39,32,36,Technical
1927,Male,61,41,40,39,Technical
3202,Female,42,91,81,13,Technical
4732,Male,53,95,34,14,Technical
243,Male,75,91,29,18,Technical
2341,Female,42,38,26,22,Technical
2482,Female,33,83,83,7,Technical
3519,Female,82,80,100,36,Technical
4760,Female,87,67,54,37,Technical
613,Male,58,55,100,35,Technical
4204,Male,91,58,28,23,Technical
3047,Male,84,57,31,23,Technical
4923,Male,86,72,69,19,Technical
2664,Male,92,40,30,22,Technical
4546,Female,93,55,40,4,Technical
2486,Female,98,80,97,37,Technical
323,Female,32,35,81,22,Technical
3717,Female,81,87,88,39,Technical
5302,Female,95,47,73,12,Technical
1653,Female,87,44,83,16,Technical
2305,Female,59,53,82,9,Academic
2932,Female,63,68,80,26,Technical
743,Male,40,44,57,9,Academic
5461,Female,59,84,75,11,Technical
4587,Male,91,69,42,17,Technical
3141,Female,46,49,53,16,Technical
4946,Female,47,95,33,22,Technical
3304,Female,88,59,98,22,Technical
4896,Male,81,52,36,10,Technical
1136,Female,85,76,55,37,Technical
3459,Male,41,92,40,11,Technical
310,Male,44,94,49,38,Academic
1596,Female,46,44,63,18,Academic
1282,Male,75,61,71,10,Technical
5441,Female,65,82,62,22,Technical
1257,Male,82,41,87,39,Technical
2545,Male,69,92,82,26,Technical
4320,Male,81,83,53,36,Technical
4856,Female,53,35,98,35,Academic
1785,Male,80,58,43,28,Technical
4364,Male,71,68,90,7,Technical
1925,Female,44,85,42,32,Technical
1196,Male,92,78,41,22,Technical
4347,Male,77,64,98,15,Technical
773,Female,76,55,47,27,Technical
3568,Male,77,84,89,20,Technical
4895,Male,75,82,82,18,Technical
140,Male,83,98,54,15,Technical
4449,Female,74,85,39,35,Technical
1644,Male,96,78,85,26,Technical
4117,Female,53,79,84,20,Technical
3188,Male,74,71,37,26,Technical
2177,Male,36,96,54,31,Technical
1413,Female,71,52,62,15,Technical
1860,Female,39,83,54,22,Technical
2503,Male,30,86,59,11,Technical
5532,Male,33,66,67,29,Technical
4114,Male,89,50,87,6,Technical
3794,Male,84,46,58,6,Technical
2219,Male,61,54,57,35,Technical
2446,Female,70,37,69,40,Technical
628,Male,73,49,28,23,Technical
4968,Male,46,42,70,33,Academic
975,Male,75,51,76,36,Technical
3815,Female,76,95,82,33,Technical
1688,Male,55,98,41,5,Technical
922,Male,48,80,63,5,Technical
3838,Female,50,88,46,39,Technical
4325,Female,32,100,97,11,Technical
405,Male,33,98,90,9,Technical
265,Female,71,70,37,4,Technical
4584,Male,60,37,32,34,Technical
281,Female,66,41,60,30,Academic
5255,Female,93,50,28,39,Technical
178,Male,87,54,62,32,Technical
2181,Male,31,65,82,37,Academic
4907,Male,76,39,40,9,Technical
3048,Male,86,84,42,16,Technical
1263,Male,65,70,86,32,Technical
1348,Male,99,48,79,6,Technical
5151,Male,76,40,56,15,Technical
3796,Male,38,93,84,25,Technical
3095,Male,50,72,34,29,Technical
3574,Female,40,69,57,13,Technical
4223,Female,66,85,73,16,Technical
2757,Female,40,54,45,30,Technical
4718,Female,56,74,54,27,Academic
5480,Male,95,38,84,25,Technical
4155,Female,37,81,45,5,Technical
2038,Female,38,39,59,5,Academic
4490,Male,98,48,89,25,Technical
5252,Male,81,83,40,22,Technical
3227,Female,86,62,52,36,Academic
165,Male,55,97,83,37,Technical
617,Male,94,90,61,40,Technical
4376,Female,61,69,74,27,Technical
767,Male,32,76,50,34,Technical
3315,Male,98,35,33,23,Technical
5057,Male,71,87,62,28,Technical
1511,Male,68,47,92,29,Technical
2921,Female,81,41,59,35,Technical
3528,Female,85,100,27,16,Technical
4810,Female,88,47,38,20,Technical
4330,Male,67,45,97,13,Technical
5571,Female,43,95,30,16,Technical
4729,Female,76,87,78,36,Technical
2862,Male,81,100,62,32,Technical
418,Male,97,98,69,22,Technical
2265,Male,90,79,25,30,Technical
5530,Female,88,68,26,22,Technical
5206,Male,57,87,92,5,Technical
5058,Female,58,80,92,10,Technical
1261,Female,34,48,78,6,Academic
3751,Female,62,61,64,33,Technical
2614,Female,75,77,65,30,Technical
5253,Female,30,43,34,5,Academic
3407,Male,53,74,84,40,Technical
2924,Male,50,98,32,19,Technical
3656,Female,53,68,29,21,Technical
4124,Female,71,45,97,29,Technical
3559,Female,96,64,31,29,Technical
315,Female,98,90,69,28,Technical
3596,Male,52,88,83,16,Technical
5286,Female,56,91,80,6,Technical
5389,Male,82,77,43,16,Technical
2842,Male,37,68,28,35,Technical
1287,Female,53,40,33,36,Technical
5234,Male,50,37,90,40,Technical
2140,Male,46,72,70,18,Technical
3756,Male,36,75,37,25,Technical
5511,Female,70,64,25,6,Technical
5273,Male,64,51,62,18,Academic
1427,Male,63,35,80,20,Academic
4523,Female,50,97,54,15,Technical
4858,Female,97,54,55,31,Technical
2520,Male,44,81,100,38,Technical
1702,Male,59,49,75,26,Technical
4673,Male,32,87,80,9,Technical
4739,Female,55,63,61,20,Technical
5217,Male,85,89,96,6,Technical
177,Female,40,84,86,21,Technical
3845,Male,77,96,75,36,Technical
4153,Male,80,50,96,22,Technical
5533,Female,34,73,25,5,Technical
1228,Male,55,55,89,24,Technical
1121,Male,49,48,63,17,Technical
1841,Female,63,44,32,27,Technical
853,Female,87,61,92,25,Technical
4594,Female,30,43,86,18,Academic
4304,Female,97,52,64,25,Technical
5453,Male,32,78,55,17,Technical
3285,Female,38,53,47,40,Technical
3608,Male,60,65,43,6,Technical
5368,Male,57,80,29,34,Technical
5140,Male,74,44,45,35,Technical
3063,Male,90,37,87,38,Technical
3306,Female,97,73,44,5,Technical
4016,Male,44,56,41,34,Technical
5427,Male,42,78,80,33,Technical
5521,Male,55,58,33,11,Technical
3932,Female,30,81,68,8,Technical
955,Male,30,55,96,8,Academic
425,Female,60,80,91,36,Technical
2106,Female,79,83,65,26,Technical
5550,Male,88,89,77,31,Technical
3877,Female,67,43,62,40,Technical
5342,Male,70,72,84,28,Technical
594,Male,40,39,97,22,Academic
3562,Male,40,38,89,6,Technical
5365,Female,87,98,72,30,Technical
5171,Female,46,72,89,34,Technical
3891,Male,84,85,61,22,Technical
1799,Female,97,45,74,6,Technical
1033,Male,51,68,55,31,Technical
122,Male,99,59,78,26,Technical
3000,Female,34,57,92,27,Academic
1050,Female,89,95,65,4,Technical
2304,Male,52,42,42,31,Technical
1586,Male,79,43,65,28,Technical
4949,Female,81,42,61,26,Technical
1372,Female,31,58,78,30,Technical
4075,Male,96,70,62,34,Technical
4785,Male,35,47,95,25,Academic
3935,Male,93,74,64,24,Technical
4563,Female,65,57,51,14,Technical
1690,Female,87,41,74,10,Technical
2272,Male,73,71,42,24,Technical
4676,Male,69,83,26,28,Technical
2337,Female,80,94,40,25,Technical
5149,Male,36,68,37,25,Technical
1019,Female,68,81,37,37,Technical
1739,Female,95,68,51,7,Technical
353,Female,65,68,83,4,Technical
5033,Female,44,50,89,16,Technical
3452,Male,36,48,78,33,Academic
1447,Male,66,77,62,35,Technical
3037,Female,84,63,58,18,Technical
3091,Male,46,75,97,29,Technical
1177,Male,41,36,34,13,Academic
2643,Female,86,37,66,15,Technical
3228,Male,77,73,40,24,Technical
984,Male,67,62,96,10,Technical
4045,Male,89,71,40,38,Technical
2996,Female,34,90,43,39,Technical
4912,Male,99,60,67,13,Technical
5325,Male,47,91,49,20,Technical
3502,Male,44,98,79,37,Technical
1995,Female,46,43,62,5,Academic
2741,Male,74,91,49,6,Technical
2633,Male,48,92,47,22,Technical
5470,Male,67,88,67,26,Technical
5552,Male,85,93,41,26,Technical
1373,Female,49,60,68,31,Technical
3307,Female,73,64,96,16,Technical
1538,Female,90,66,46,28,Technical
4234,Female,57,46,34,15,Technical
4731,Male,30,68,48,27,Technical
4019,Female,92,85,60,11,Technical
2373,Male,62,71,41,32,Technical
800,Female,92,49,76,20,Technical
5161,Female,49,93,38,6,Technical
893,Male,82,64,25,9,Technical
2033,Female,91,64,52,22,Technical
806,Female,44,92,53,33,Technical
5338,Female,38,59,87,33,Academic
2263,Male,96,79,28,28,Technical
1056,Male,41,56,29,17,Technical
1990,Female,67,81,68,22,Technical
470,Male,32,41,65,16,Academic
4607,Female,91,65,39,21,Technical
798,Female,59,70,95,40,Technical
1555,Male,33,38,52,17,Academic
363,Female,76,96,30,28,Technical
814,Male,33,53,95,22,Technical
3291,Male,98,75,94,40,Technical
2951,Female,97,72,37,30,Technical
2813,Male,68,94,48,33,Technical
5343,Male,95,62,26,39,Technical
1904,Male,86,86,51,35,Technical
3243,Female,48,38,67,33,Academic
735,Male,90,40,94,14,Technical
3898,Male,36,43,38,21,Academic
4688,Male,64,54,65,16,Academic
4941,Female,77,42,26,15,Academic
4894,Female,87,52,57,8,Technical
808,Female,72,68,100,26,Technical
1602,Female,54,53,28,16,Technical
626,Male,56,49,33,15,Technical
2456,Male,46,63,78,13,Technical
4351,Male,82,41,37,14,Technical
4042,Female,87,75,91,40,Technical
1573,Female,82,78,79,20,Technical
2400,Male,46,86,98,12,Technical
752,Male,50,50,59,29,Technical
633,Female,32,53,70,5,Academic
4340,Male,99,48,96,12,Technical
1717,Female,91,48,64,4,Technical
1264,Female,35,58,49,34,Technical
2618,Male,39,61,94,30,Academic
3206,Female,32,55,71,19,Academic
2983,Female,47,75,91,13,Academic
2474,Male,81,100,84,22,Technical
619,Female,66,65,32,13,Technical
3633,Male,96,80,91,36,Technical
1529,Female,44,66,54,6,Technical
1568,Male,30,35,34,30,Technical
2762,Female,30,42,32,34,Academic
2586,Female,90,83,35,29,Technical
2548,Male,95,92,86,13,Technical
4786,Female,48,72,62,10,Technical
3505,Female,57,52,54,5,Technical
5013,Male,90,93,78,36,Technical
5070,Male,66,97,91,5,Technical
3186,Male,79,87,37,24,Technical
891,Female,53,83,74,16,Academic
4686,Female,95,74,29,23,Technical
5457,Male,67,91,33,22,Technical
5349,Male,85,94,55,30,Technical
5481,Female,58,75,65,28,Technical
5236,Male,68,49,43,8,Technical
4954,Male,57,52,62,31,Academic
3045,Female,55,60,57,20,Technical
271,Female,75,91,48,33,Technical
655,Male,34,99,62,12,Technical
4972,Male,51,52,79,7,Technical
2715,Male,47,36,26,7,Technical
319,Female,79,38,41,12,Technical
5139,Female,48,70,57,22,Technical
985,Female,37,84,63,23,Technical
3766,Male,90,66,48,27,Technical
4973,Female,46,79,51,38,Technical
1523,Male,90,99,58,24,Technical
2276,Female,80,54,40,20,Technical
3707,Female,41,36,28,21,Technical
4266,Male,85,50,51,7,Technical
3573,Female,66,68,95,13,Technical
4583,Female,37,38,35,17,Academic
1295,Male,72,97,47,17,Technical
2448,Male,62,62,25,22,Technical
4157,Female,77,77,29,36,Technical
2384,Female,43,58,54,20,Academic
2476,Female,79,69,29,9,Academic
887,Male,40,55,82,7,Academic
2011,Male,32,91,27,26,Technical
3952,Male,88,90,47,21,Technical
3517,Male,32,80,42,30,Technical
4504,Male,96,95,82,16,Technical
2592,Male,72,41,40,11,Technical
2823,Female,82,55,99,18,Technical
1618,Female,57,87,67,9,Technical
2076,Female,94,66,60,18,Technical
3736,Male,87,75,92,6,Technical
2799,Female,58,42,80,19,Academic
4396,Male,39,40,32,32,Technical
4441,Male,49,73,43,8,Technical
439,Male,91,45,94,37,Technical
191,Male,54,100,87,7,Technical
3351,Male,85,36,98,40,Technical
4484,Female,97,100,40,34,Technical
5543,Male,68,45,55,40,Technical
2860,Female,52,58,80,31,Technical
2816,Male,34,55,76,7,Academic
3169,Male,45,73,51,9,Technical
4026,Female,92,80,83,17,Technical
2936,Female,92,88,86,40,Technical
5163,Male,69,81,79,21,Technical
3957,Male,30,58,42,38,Technical
1105,Female,37,98,52,38,Technical
3647,Male,50,82,68,33,Academic
2309,Male,82,79,36,20,Technical
161,Male,67,46,76,21,Technical
3990,Male,59,68,79,33,Technical
4024,Male,76,78,87,8,Technical
